"","Suburb","Rooms","Type","Address","Method","SellerG","Date","Distance","Postcode","Landsize","CouncilArea","Lattitude","Longtitude","Regionname","Propertycount","Price"
"164","Alphington","4","h","42 Shiers St","S","Jellis",2016-07-30,6.4,"3078",589,"Darebin City Council",-37.7719,145.0309,"Northern Metropolitan",2211,1950000
"165","Altona","3","h","158 Queen St","VB","Greg",2016-09-03,13.8,"3018",352,"Hobsons Bay City Council",-37.87,144.825,"Western Metropolitan",5301,520000
"166","Altona","5","h","59 Bracken Gr","S","Greg",2016-12-03,13.8,"3018",729,"Hobsons Bay City Council",-37.8721,144.8105,"Western Metropolitan",5301,1525000
"167","Altona","2","t","1/123 Blyth St","S","hockingstuart",2016-02-04,13.8,"3018",292,"Hobsons Bay City Council",-37.8687,144.8197,"Western Metropolitan",5301,720000
"168","Altona","3","h","4 Blyth St","S","Barlow",2017-03-04,13.8,"3018",506,"Hobsons Bay City Council",-37.8693,144.8375,"Western Metropolitan",5301,1120000
"169","Altona","4","h","20 Linnet St","PI","Sweeney",2016-06-04,13.8,"3018",655,"Hobsons Bay City Council",-37.868,144.8154,"Western Metropolitan",5301,780000
"170","Altona","4","h","29 Rose St","SP","Greg",2016-06-04,13.8,"3018",1057,"Hobsons Bay City Council",-37.8681,144.819,"Western Metropolitan",5301,1780000
"171","Altona","2","u","5/35 Grieve Pde","SP","hockingstuart",2016-08-06,13.8,"3018",65,"Hobsons Bay City Council",-37.8693,144.8171,"Western Metropolitan",5301,406000
"172","Altona","3","h","156 Maidstone St","VB","Greg",2016-05-07,13.8,"3018",602,"Hobsons Bay City Council",-37.8616,144.8116,"Western Metropolitan",5301,660000
"173","Altona","3","h","11 Keeshan Ct","S","Greg",2016-11-07,13.8,"3018",530,"Hobsons Bay City Council",-37.8594,144.817,"Western Metropolitan",5301,683500
"174","Altona","3","h","173 Queen St","S","hockingstuart",2016-10-08,13.8,"3018",777,"Hobsons Bay City Council",-37.8697,144.8249,"Western Metropolitan",5301,1335000
"175","Altona","3","t","1/265 Queen St","SP","hockingstuart",2016-10-08,13.8,"3018",280,"Hobsons Bay City Council",-37.8734,144.8143,"Western Metropolitan",5301,8e+05
"176","Altona","2","u","3/26 Grieve Pde","S","Village",2016-09-10,13.8,"3018",127,"Hobsons Bay City Council",-37.8686,144.8182,"Western Metropolitan",5301,510000
"177","Altona","4","h","261 Queen St","S","Barlow",2016-09-10,13.8,"3018",695,"Hobsons Bay City Council",-37.8733,144.8147,"Western Metropolitan",5301,1070000
"178","Altona","2","u","4/5 Rose St","S","hockingstuart",2016-09-10,13.8,"3018",115,"Hobsons Bay City Council",-37.871,144.8185,"Western Metropolitan",5301,425000
"179","Altona","3","t","1A Merritt Ct","S","hockingstuart",2017-02-11,13.8,"3018",197,"Hobsons Bay City Council",-37.8579,144.8181,"Western Metropolitan",5301,705000
"180","Altona","2","u","4/31 Millers Rd","SP","Greg",2017-02-11,13.8,"3018",0,"Hobsons Bay City Council",-37.8678,144.8384,"Western Metropolitan",5301,391000
"181","Altona","2","u","111/112 Pier St","SP","hockingstuart",2017-02-11,13.8,"3018",0,"Hobsons Bay City Council",-37.8659,144.831,"Western Metropolitan",5301,440000
"182","Altona","4","h","24 Wren St","S","hockingstuart",2017-02-11,13.8,"3018",745,"Hobsons Bay City Council",-37.8658,144.8155,"Western Metropolitan",5301,845000
"183","Altona","3","t","1/152 Blyth St","SP","Gunn&Co",2016-11-12,13.8,"3018",211,"Hobsons Bay City Council",-37.8698,144.816,"Western Metropolitan",5301,743000
"184","Altona","3","u","4/57 Blyth St","SP","Barlow",2016-08-13,13.8,"3018",69,"Hobsons Bay City Council",-37.868,144.8286,"Western Metropolitan",5301,730000
"185","Altona","3","h","164 Maidstone St","S","Sweeney",2016-05-14,13.8,"3018",625,"Hobsons Bay City Council",-37.8611,144.8114,"Western Metropolitan",5301,635000
"186","Altona","2","u","3/25 Rayner St","SP","hockingstuart",2016-05-14,13.8,"3018",168,"Hobsons Bay City Council",-37.8676,144.8202,"Western Metropolitan",5301,620000
"187","Altona","2","u","3/46 Sargood St","S","Burnham",2016-10-15,13.8,"3018",137,"Hobsons Bay City Council",-37.8655,144.8299,"Western Metropolitan",5301,447000
"188","Altona","3","u","1/57 Blyth St","SP","Barlow",2016-04-16,13.8,"3018",70,"Hobsons Bay City Council",-37.868,144.8287,"Western Metropolitan",5301,730000
"189","Altona","3","h","22 Fenfield St","S","hockingstuart",2016-04-16,13.8,"3018",606,"Hobsons Bay City Council",-37.8608,144.8124,"Western Metropolitan",5301,678000
"190","Altona","2","u","5/8 David St","PI","Biggin",2016-07-16,13.8,"3018",175,"Hobsons Bay City Council",-37.8687,144.8268,"Western Metropolitan",5301,580000
"191","Altona","3","h","1/28 Seves St","S","hockingstuart",2016-09-17,13.8,"3018",363,"Hobsons Bay City Council",-37.8674,144.8375,"Western Metropolitan",5301,712000
"192","Altona","3","h","27 McIntyre Dr","SP","Greg",2017-03-18,13.8,"3018",534,"Hobsons Bay City Council",-37.86,144.8245,"Western Metropolitan",5301,840000
"193","Altona","3","h","4 Boyd St","S","Barlow",2016-11-19,13.8,"3018",724,"Hobsons Bay City Council",-37.8672,144.817,"Western Metropolitan",5301,980000
"194","Altona","3","t","12 Spear Ct","S","hockingstuart",2016-05-22,13.8,"3018",265,"Hobsons Bay City Council",-37.8583,144.8172,"Western Metropolitan",5301,605100
"195","Altona","3","h","185 Queen St","PI","Barlow",2016-08-22,13.8,"3018",577,"Hobsons Bay City Council",-37.8699,144.8235,"Western Metropolitan",5301,880000
"196","Altona","4","h","95 Blyth St","SN","hockingstuart",2017-02-25,13.8,"3018",504,"Hobsons Bay City Council",-37.8677,144.8252,"Western Metropolitan",5301,931000
"197","Altona","4","h","51 Millers Rd","S","Barlow",2017-02-25,13.8,"3018",797,"Hobsons Bay City Council",-37.8663,144.8387,"Western Metropolitan",5301,1030000
"198","Altona","3","u","2/119 Railway St N","S","Barlow",2017-02-25,13.8,"3018",181,"Hobsons Bay City Council",-37.8659,144.822,"Western Metropolitan",5301,605000
"199","Altona","2","u","2/5 Rose St","PI","Point",2017-02-25,13.8,"3018",117,"Hobsons Bay City Council",-37.871,144.8185,"Western Metropolitan",5301,510000
"200","Altona","3","h","24 McIntyre Dr","S","Barlow",2016-06-27,13.8,"3018",529,"Hobsons Bay City Council",-37.8612,144.8247,"Western Metropolitan",5301,753000
"201","Altona","2","h","104 Maidstone St","SP","hockingstuart",2016-11-27,13.8,"3018",675,"Hobsons Bay City Council",-37.8653,144.8129,"Western Metropolitan",5301,857000
"202","Altona","3","h","49 Bent St","S","Barlow",2016-05-28,13.8,"3018",929,"Hobsons Bay City Council",-37.8651,144.832,"Western Metropolitan",5301,1500000
"203","Altona","3","u","5/57 Blyth St","SP","Barlow",2016-05-28,13.8,"3018",70,"Hobsons Bay City Council",-37.868,144.8285,"Western Metropolitan",5301,730000
"204","Altona","3","h","15 Kookaburra St","S","Sweeney",2016-05-28,13.8,"3018",697,"Hobsons Bay City Council",-37.871,144.8075,"Western Metropolitan",5301,9e+05
"205","Altona","3","h","219 Civic Pde","S","Greg",2016-08-28,13.8,"3018",604,"Hobsons Bay City Council",-37.8631,144.8195,"Western Metropolitan",5301,740000
"206","Altona","4","h","3 Curtin Ct","S","Sweeney",2016-08-28,13.8,"3018",532,"Hobsons Bay City Council",-37.8637,144.8365,"Western Metropolitan",5301,931000
"207","Altona","2","h","2/60 David St","SP","Compton",2016-07-30,13.8,"3018",154,"Hobsons Bay City Council",-37.8646,144.8272,"Western Metropolitan",5301,535600
"208","Altona North","3","h","1 Beuron Rd","SP","Williams",2016-09-03,11.1,"3025",620,"Hobsons Bay City Council",-37.829,144.848,"Western Metropolitan",5132,7e+05
"209","Altona North","5","h","45 Hearn St","S","FN",2016-09-03,11.1,"3025",592,"Hobsons Bay City Council",-37.8388,144.8567,"Western Metropolitan",5132,1085000
"210","Altona North","3","h","4 Knapp St","S","Jas",2016-09-03,11.1,"3025",533,"Hobsons Bay City Council",-37.8291,144.835,"Western Metropolitan",5132,781000
"211","Altona North","3","h","21 Hatherley Gr","SP","Jas",2017-03-04,11.1,"3025",554,"Hobsons Bay City Council",-37.8449,144.85,"Western Metropolitan",5132,750000
"212","Altona North","2","t","3/66 Marion St","S","hockingstuart",2017-03-04,11.1,"3025",77,"Hobsons Bay City Council",-37.8351,144.8529,"Western Metropolitan",5132,421000
"213","Altona North","3","h","153 Mills St","S","Sweeney",2017-03-04,11.1,"3025",655,"Hobsons Bay City Council",-37.8338,144.8562,"Western Metropolitan",5132,1405000
"214","Altona North","3","h","33 Carthy St","S","FN",2016-06-04,11.1,"3025",534,"Hobsons Bay City Council",-37.8284,144.8355,"Western Metropolitan",5132,683000
"215","Altona North","3","h","16 Harris St","S","Sweeney",2016-06-04,11.1,"3025",540,"Hobsons Bay City Council",-37.8267,144.8368,"Western Metropolitan",5132,623000
"216","Altona North","3","h","1/5 Little St","VB","Greg",2016-08-06,11.1,"3025",0,"Hobsons Bay City Council",-37.8379,144.8583,"Western Metropolitan",5132,720000
"217","Altona North","3","h","1/95 Mills St","S","Williams",2016-05-07,11.1,"3025",328,"Hobsons Bay City Council",-37.838,144.8555,"Western Metropolitan",5132,588000
"218","Altona North","3","h","5 Binns St","PI","Village",2016-11-07,11.1,"3025",540,"Hobsons Bay City Council",-37.8294,144.8378,"Western Metropolitan",5132,710000
"219","Altona North","4","h","25 Allan St","SP","Jas",2016-10-08,11.1,"3025",559,"Hobsons Bay City Council",-37.8448,144.8529,"Western Metropolitan",5132,875000
"220","Altona North","4","h","45 Freemans Rd","PN","hockingstuart",2016-12-10,11.1,"3025",537,"Hobsons Bay City Council",-37.8261,144.8391,"Western Metropolitan",5132,805000
"221","Altona North","3","h","21 Hatherley Gr","VB","Jas",2016-12-10,11.1,"3025",554,"Hobsons Bay City Council",-37.8449,144.85,"Western Metropolitan",5132,7e+05
"222","Altona North","2","t","1/256 Mason St","S","Williams",2017-03-11,11.1,"3025",252,"Hobsons Bay City Council",-37.8397,144.8602,"Western Metropolitan",5132,640000
"223","Altona North","4","h","21 Allan St","SP","Williams",2016-06-12,11.1,"3025",558,"Hobsons Bay City Council",-37.8451,144.8529,"Western Metropolitan",5132,650000
"224","Altona North","3","h","2/36 May St","S","hockingstuart",2016-05-14,11.1,"3025",171,"Hobsons Bay City Council",-37.8337,144.8554,"Western Metropolitan",5132,675000
"225","Altona North","3","h","11 Beevers St","S","Greg",2016-10-15,11.1,"3025",585,"Hobsons Bay City Council",-37.8258,144.8523,"Western Metropolitan",5132,708000
"226","Altona North","4","h","10 Murphy St","SP","Gunn&Co",2016-10-15,11.1,"3025",851,"Hobsons Bay City Council",-37.8345,144.8444,"Western Metropolitan",5132,965000
"227","Altona North","3","h","16 Beevers St","S","Sweeney",2016-11-19,11.1,"3025",551,"Hobsons Bay City Council",-37.8254,144.8514,"Western Metropolitan",5132,680000
"228","Altona North","3","h","21 Neal Ct","SP","hockingstuart",2016-11-19,11.1,"3025",602,"Hobsons Bay City Council",-37.8327,144.8451,"Western Metropolitan",5132,770000
"229","Altona North","3","h","31 Duosa Rd","S","Greg",2016-05-22,11.1,"3025",740,"Hobsons Bay City Council",-37.8269,144.8455,"Western Metropolitan",5132,923000
"230","Altona North","4","h","252 Millers Rd","SP","Raine&Horne",2016-05-22,11.1,"3025",315,"Hobsons Bay City Council",-37.8391,144.8467,"Western Metropolitan",5132,693000
"231","Altona North","3","h","1/156 Chambers Rd","SP","Hunter",2016-08-22,11.1,"3025",276,"Hobsons Bay City Council",-37.8262,144.8443,"Western Metropolitan",5132,620000
"232","Altona North","3","h","2 Gadsden St","S","Jas",2016-08-22,11.1,"3025",531,"Hobsons Bay City Council",-37.8277,144.8385,"Western Metropolitan",5132,728500
"233","Altona North","3","h","24 Hansen St","S","hockingstuart",2016-08-22,11.1,"3025",590,"Hobsons Bay City Council",-37.8382,144.8649,"Western Metropolitan",5132,931000
"234","Altona North","3","h","4 Prismall St","S","Sweeney",2016-08-22,11.1,"3025",715,"Hobsons Bay City Council",-37.8423,144.8632,"Western Metropolitan",5132,988000
"235","Altona North","3","h","122 McIntosh Rd","S","Village",2016-04-23,11.1,"3025",561,"Hobsons Bay City Council",-37.8444,144.8491,"Western Metropolitan",5132,590000
"236","Altona North","2","h","35 May St","S","RT",2016-09-24,11.1,"3025",691,"Hobsons Bay City Council",-37.834,144.8553,"Western Metropolitan",5132,610000
"237","Altona North","3","h","6 Hill St","S","hockingstuart",2017-02-25,11.1,"3025",555,"Hobsons Bay City Council",-37.8318,144.8388,"Western Metropolitan",5132,815000
"238","Altona North","4","h","84 May St","S","Greg",2017-02-25,11.1,"3025",708,"Hobsons Bay City Council",-37.833,144.8494,"Western Metropolitan",5132,970000
"239","Altona North","4","h","155 Chambers Rd","S","Hunter",2016-06-27,11.1,"3025",668,"Hobsons Bay City Council",-37.8262,144.8439,"Western Metropolitan",5132,760000
"240","Altona North","4","t","268d Mason St","S","RT",2016-06-27,11.1,"3025",252,"Hobsons Bay City Council",-37.8393,144.8568,"Western Metropolitan",5132,847500
"241","Altona North","4","h","5 Cresser St","SP","RT",2016-11-27,11.1,"3025",633,"Hobsons Bay City Council",-37.8375,144.8541,"Western Metropolitan",5132,1200000
"242","Altona North","3","h","107 McIntosh Rd","SP","Hunter",2016-11-27,11.1,"3025",557,"Hobsons Bay City Council",-37.8441,144.8505,"Western Metropolitan",5132,7e+05
"243","Altona North","3","h","10 Knapp St","PI","Hunter",2016-05-28,11.1,"3025",536,"Hobsons Bay City Council",-37.8285,144.8351,"Western Metropolitan",5132,625000
"244","Altona North","2","u","4/221 Blackshaws Rd","S","Jas",2016-08-28,11.1,"3025",153,"Hobsons Bay City Council",-37.8332,144.8649,"Western Metropolitan",5132,292000
"245","Armadale","3","h","24 Hume St","S","RT",2016-09-03,6.3,"3143",305,"Stonnington City Council",-37.8573,145.0226,"Southern Metropolitan",4836,1381000
"246","Armadale","2","u","8/19 Mercer Rd","S","Jellis",2016-09-03,6.3,"3143",0,"Stonnington City Council",-37.8543,145.0262,"Southern Metropolitan",4836,599000
"247","Armadale","3","u","14/71 Denbigh Rd","S","Marshall",2016-12-03,6.3,"3143",0,"Stonnington City Council",-37.8552,145.016,"Southern Metropolitan",4836,995000
"248","Armadale","3","t","4/769 High St","S","Jellis",2016-12-03,6.3,"3143",101,"Stonnington City Council",-37.854,145.0135,"Southern Metropolitan",4836,1205000
"249","Armadale","3","h","12 Huntingtower Rd","S","Jellis",2016-12-03,6.3,"3143",588,"Stonnington City Council",-37.8546,145.0245,"Southern Metropolitan",4836,1899000
"250","Armadale","3","h","7 Llaneast St","S","Jellis",2016-12-03,6.3,"3143",296,"Stonnington City Council",-37.8614,145.0274,"Southern Metropolitan",4836,1939000
"251","Armadale","1","u","9/55 Northcote Rd","S","Biggin",2016-12-03,6.3,"3143",0,"Stonnington City Council",-37.853,145.0167,"Southern Metropolitan",4836,421500
"252","Armadale","3","h","28 Cambridge St","S","Hodges",2017-03-04,6.3,"3143",217,"Stonnington City Council",-37.8592,145.0182,"Southern Metropolitan",4836,1870000
"253","Armadale","4","h","6 Cambridge St","SN","Thomson",2017-03-04,6.3,"3143",211,"Stonnington City Council",-37.859,145.0172,"Southern Metropolitan",4836,4060000
"254","Armadale","2","u","3/16 Fulton St","S","hockingstuart",2017-03-04,6.3,"3143",0,"Stonnington City Council",-37.8538,145.0127,"Southern Metropolitan",4836,678000
"255","Armadale","2","h","6 Fulton St","PI","Marshall",2017-03-04,6.3,"3143",183,"Stonnington City Council",-37.8538,145.0123,"Southern Metropolitan",4836,1460000
"256","Armadale","3","t","3/20 Mercer Rd","SP","Jellis",2017-03-04,6.3,"3143",0,"Stonnington City Council",-37.8537,145.0267,"Southern Metropolitan",4836,1918000
"257","Armadale","2","u","1/77 Wattletree Rd","SP","hockingstuart",2017-03-04,6.3,"3143",0,"Stonnington City Council",-37.8619,145.0257,"Southern Metropolitan",4836,660000
"258","Armadale","3","h","12 Willis St","S","Marshall",2017-03-04,6.3,"3143",205,"Stonnington City Council",-37.8574,145.0281,"Southern Metropolitan",4836,2050000
"259","Armadale","2","u","3/10 Denbigh Rd","SP","hockingstuart",2016-06-04,6.3,"3143",0,"Stonnington City Council",-37.8596,145.0156,"Southern Metropolitan",4836,625750
"260","Armadale","2","u","8/71 Denbigh Rd","VB","Jellis",2016-06-04,6.3,"3143",0,"Stonnington City Council",-37.8552,145.016,"Southern Metropolitan",4836,7e+05
"261","Armadale","2","u","11/17 Myamyn St","S","Jellis",2016-06-04,6.3,"3143",0,"Stonnington City Council",-37.8555,145.0291,"Southern Metropolitan",4836,3625000
"262","Armadale","4","h","526 Orrong Rd","VB","Jellis",2016-06-04,6.3,"3143",1581,"Stonnington City Council",-37.858,145.0111,"Southern Metropolitan",4836,3e+06
"263","Armadale","5","h","553 Dandenong Rd","PI","Jellis",2016-05-07,6.3,"3143",693,"Stonnington City Council",-37.8638,145.0229,"Southern Metropolitan",4836,1525000
"264","Armadale","4","h","17 Egerton Rd","S","Marshall",2016-05-07,6.3,"3143",500,"Stonnington City Council",-37.8623,145.0223,"Southern Metropolitan",4836,2912500
"265","Armadale","2","u","6/26 Mercer Rd","S","Jellis",2016-05-07,6.3,"3143",0,"Stonnington City Council",-37.8528,145.0268,"Southern Metropolitan",4836,825000
"266","Armadale","3","t","538a Orrong Rd","S","RT",2016-05-07,6.3,"3143",246,"Stonnington City Council",-37.8566,145.0116,"Southern Metropolitan",4836,1586000
"267","Armadale","4","h","557 Orrong Rd","S","Jellis",2016-05-07,6.3,"3143",369,"Stonnington City Council",-37.8548,145.0113,"Southern Metropolitan",4836,5100000
"268","Armadale","2","u","11/38 Wattletree Rd","S","hockingstuart",2016-05-07,6.3,"3143",0,"Stonnington City Council",-37.8613,145.0184,"Southern Metropolitan",4836,625750
"269","Armadale","2","u","18/41 Kooyong Rd","S","Marshall",2016-10-08,6.3,"3143",0,"Stonnington City Council",-37.8596,145.0198,"Southern Metropolitan",4836,645000
"270","Armadale","1","h","10 William St","SP","Jellis",2016-10-08,6.3,"3143",144,"Stonnington City Council",-37.8564,145.0228,"Southern Metropolitan",4836,1435000
"271","Armadale","4","h","11 Adelaide St","SN","hockingstuart",2016-09-10,6.3,"3143",662,"Stonnington City Council",-37.8549,145.0276,"Southern Metropolitan",4836,3200000
"272","Armadale","1","u","15/405 Dandenong Rd","PI","hockingstuart",2016-09-10,6.3,"3143",0,"Stonnington City Council",-37.8619,145.0185,"Southern Metropolitan",4836,280000
"273","Armadale","1","u","1/2 Armadale St","PI","hockingstuart",2016-12-10,6.3,"3143",0,"Stonnington City Council",-37.8605,145.0185,"Southern Metropolitan",4836,4e+05
"274","Armadale","4","h","54 Denbigh Rd","SP","Jellis",2016-12-10,6.3,"3143",551,"Stonnington City Council",-37.8566,145.0161,"Southern Metropolitan",4836,5100000
"275","Armadale","2","h","4/20 Mercer Rd","S","Marshall",2016-12-10,6.3,"3143",0,"Stonnington City Council",-37.8537,145.0267,"Southern Metropolitan",4836,1780000
"276","Armadale","3","h","47 Northcote Rd","SP","Jellis",2016-12-10,6.3,"3143",246,"Stonnington City Council",-37.8533,145.0169,"Southern Metropolitan",4836,2360000
